id,name,type,source,license,commercial
e-30198,Child's pose + reach,exercise,centr,Centr (scraped — personal use),NO
e-22129,Child's pose + reach,exercise,centr,Centr (scraped — personal use),NO
e-23690,Child's pose + reach,exercise,centr,Centr (scraped — personal use),NO
e-23355,Child's pose + thread-the-needle,exercise,centr,Centr (scraped — personal use),NO
e-24448,Child's pose + thread-the-needle (left),exercise,centr,Centr (scraped — personal use),NO
e-24446,Child's pose + thread-the-needle (right),exercise,centr,Centr (scraped — personal use),NO
e-22156,Child's pose to plank,exercise,centr,Centr (scraped — personal use),NO
e-30200,Chin to chest,exercise,centr,Centr (scraped — personal use),NO
fedb-Chin_To_Chest_Stretch,Chin To Chest Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30392,Chin tucks,exercise,centr,Centr (scraped — personal use),NO
mw-chin-ups,Chin Ups,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-24072,Chin-up,exercise,centr,Centr (scraped — personal use),NO
e-12938,Chin-up,exercise,centr,Centr (scraped — personal use),NO
e-14548,Chin-up,exercise,centr,Centr (scraped — personal use),NO
fedb-Circus_Bell,Circus Bell,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-clamshells-1-side-lying,Clamshells 1 Side Lying,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-clamshells-2-side-lying,Clamshells 2 Side Lying,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-clamshells-3-internal-external-rotations-side-lying,Clamshells 3 Internal External Rotations Side Lying,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-clamshells-4-side-lying-resisted,Clamshells 4 Side Lying Resisted,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Clean,Clean,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_and_Jerk,Clean and Jerk,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_and_Press,Clean and Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_Deadlift,Clean Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_from_Blocks,Clean from Blocks,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_Pull,Clean Pull,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clean_Shrug,Clean Shrug,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Clock_Push-Up,Clock Push-Up,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-clock-taps,Clock Taps,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Close-Grip_Barbell_Bench_Press,Close-Grip Barbell Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_Dumbbell_Press,Close-Grip Dumbbell Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_EZ_Bar_Curl,Close-Grip EZ Bar Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_EZ-Bar_Curl_with_Band,Close-Grip EZ-Bar Curl with Band,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_EZ-Bar_Press,Close-Grip EZ-Bar Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_Front_Lat_Pulldown,Close-Grip Front Lat Pulldown,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24122,Close-grip push-up (on handles),exercise,centr,Centr (scraped — personal use),NO
fedb-Close-Grip_Push-Up_off_of_a_Dumbbell,Close-Grip Push-Up off of a Dumbbell,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Close-Grip_Standing_Barbell_Curl,Close-Grip Standing Barbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30310,Cobra pose,exercise,centr,Centr (scraped — personal use),NO
e-20437,Cobra pose,exercise,centr,Centr (scraped — personal use),NO
e-22157,Cobra pose,exercise,centr,Centr (scraped — personal use),NO
e-27778,Cobra pose,exercise,centr,Centr (scraped — personal use),NO
e-24039,Cobra pose,exercise,centr,Centr (scraped — personal use),NO
e-29496,Cobra stretch,exercise,centr,Centr (scraped — personal use),NO
e-10693,Cobra stretch + downward dog,exercise,centr,Centr (scraped — personal use),NO
mw-cobra-stretch-1,Cobra Stretch 1,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cobra-stretch-2,Cobra Stretch 2,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-6832,Cobra to child’s pose,exercise,centr,Centr (scraped — personal use),NO
fedb-Cocoons,Cocoons,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Conans_Wheel,Conan's Wheel,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Concentration_Curls,Concentration Curls,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-pilates-control-front-plank-position,Control Front Plank Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-5770,Conventional deadlift,exercise,centr,Centr (scraped — personal use),NO
e-12736,Conventional deadlift (50% lifting weight),exercise,centr,Centr (scraped — personal use),NO
e-12737,Conventional deadlift (75% lifting weight),exercise,centr,Centr (scraped — personal use),NO
e-18663,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18664,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-25275,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-25278,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-25276,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18651,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-25277,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18654,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18655,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18378,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18377,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18656,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18658,Cool-down,exercise,centr,Centr (scraped — personal use),NO
e-18376,Cool-down,exercise,centr,Centr (scraped — personal use),NO
mw-core-stability-1-crosslateral-limb-raise-4pt-position,Core Stability 1 Crosslateral Limb Raise 4Pt Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-core-stability-2-opposite-shoulder-tap-4pt-position,Core Stability 2 Opposite Shoulder Tap 4Pt Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-core-stability-4-crosslateral-limb-raise-push-up-position,Core Stability 4 Crosslateral Limb Raise Push Up Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-core-stability-5-crosslateral-limb-raise-into-knee-elbow-tuck-push-up-position,Core Stability 5 Crosslateral Limb Raise Into Knee Elbow Tuck Push Up Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-core-stability-regression-crosslateral-limb-raise-push-up-position,Core Stability Regression Crosslateral Limb Raise Push Up Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-corpe-pose,Corpse Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-16808,Cossack squats,exercise,centr,Centr (scraped — personal use),NO
e-17873,Crawl hold,exercise,centr,Centr (scraped — personal use),NO
e-5166,Crawl hold,exercise,centr,Centr (scraped — personal use),NO
mw-crescent-moon-pose,Crescent Moon Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-crescent-moon-pose-quad-stretch,Crescent Moon Pose Quad Stretch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-crescent-moon-pose-quad-stretch-with-block,Crescent Moon Pose Quad Stretch With Block,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-bow-tie-pose,Criss Cross Bow Tie Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cross_Body_Hammer_Curl,Cross Body Hammer Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5386,Cross climbers,exercise,centr,Centr (scraped — personal use),NO
e-27246,Cross hook + knee combo,exercise,centr,Centr (scraped — personal use),NO
e-31939,Cross jacks,exercise,centr,Centr (scraped — personal use),NO
fedb-Cross_Over_-_With_Bands,Cross Over - With Bands,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Cross-Body_Crunch,Cross-Body Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-10405,Cross-body mountain climbers,exercise,centr,Centr (scraped — personal use),NO
e-17874,Cross-body mountain climbers,exercise,centr,Centr (scraped — personal use),NO
e-17500,Cross-body mountain climbers,exercise,centr,Centr (scraped — personal use),NO
e-25460,Cross-body row,exercise,centr,Centr (scraped — personal use),NO
e-30393,Cross-body shoulder stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30394,Cross-body shoulder stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-17875,Cross-body shoulder stretch + neck roll,exercise,centr,Centr (scraped — personal use),NO
e-24475,Cross-body stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-27044,Cross-body stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-24473,Cross-body stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-27045,Cross-body stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-30395,Cross-legged forward fold (left),exercise,centr,Centr (scraped — personal use),NO
e-30396,Cross-legged forward fold (right),exercise,centr,Centr (scraped — personal use),NO
e-30201,Cross-over glute stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30202,Cross-over glute stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-24885,Cross-over jacks,exercise,centr,Centr (scraped — personal use),NO
mw-crosslateral-core-stabilisation-unilateral-load-kettlebell,Crosslateral Core Stabilisation Unilateral Load Kettlebell,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Crossover_Reverse_Lunge,Crossover Reverse Lunge,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-crow-pose,Crow Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Crucifix,Crucifix,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Crunch_-_Hands_Overhead,Crunch - Hands Overhead,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Crunch_-_Legs_On_Exercise_Ball,Crunch - Legs On Exercise Ball,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30804,Crunch + hip abduction,exercise,centr,Centr (scraped — personal use),NO
e-17502,Crunch + leg extension,exercise,centr,Centr (scraped — personal use),NO
e-30805,Crunch + leg lowers,exercise,centr,Centr (scraped — personal use),NO
e-17504,Crunch + punch,exercise,centr,Centr (scraped — personal use),NO
e-8974,Crunch hold,exercise,centr,Centr (scraped — personal use),NO
e-31946,Crunch roll-up,exercise,centr,Centr (scraped — personal use),NO
mw-crunches,Crunches,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cuban_Press,Cuban Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-16811,Curtsy lunge,exercise,centr,Centr (scraped — personal use),NO
e-31951,Curtsy lunge (left),exercise,centr,Centr (scraped — personal use),NO
e-31952,Curtsy lunge (right),exercise,centr,Centr (scraped — personal use),NO
e-25366,Curtsy squat + squat,exercise,centr,Centr (scraped — personal use),NO
e-17876,Curtsy squats,exercise,centr,Centr (scraped — personal use),NO
mw-curve-treadmill,Curve Treadmill,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Dancers_Stretch,Dancer's Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30311,Dead bug,exercise,centr,Centr (scraped — personal use),NO
e-29390,Dead bug,exercise,centr,Centr (scraped — personal use),NO
mw-dead-bugs-cross-lateral,Dead Bugs Cross Lateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-dead-bugs-same-side,Dead Bugs Same Side,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-23659,Dead hang,exercise,centr,Centr (scraped — personal use),NO
e-25370,Deadlift + partial squat + curl (left),exercise,centr,Centr (scraped — personal use),NO
e-25371,Deadlift + partial squat + curl (right),exercise,centr,Centr (scraped — personal use),NO
mw-deadlift-bounces-stretch,Deadlift Bounces Stretch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Deadlift_with_Bands,Deadlift with Bands,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Deadlift_with_Chains,Deadlift with Chains,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Barbell_Bench_Press,Decline Barbell Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Close-Grip_Bench_To_Skull_Crusher,Decline Close-Grip Bench To Skull Crusher,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Crunch,Decline Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Dumbbell_Bench_Press,Decline Dumbbell Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Dumbbell_Flyes,Decline Dumbbell Flyes,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Dumbbell_Triceps_Extension,Decline Dumbbell Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_EZ_Bar_Triceps_Extension,Decline EZ Bar Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Oblique_Crunch,Decline Oblique Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-decline-push-up,Decline Push Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Decline_Reverse_Crunch,Decline Reverse Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Decline_Smith_Press,Decline Smith Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Deficit_Deadlift,Deficit Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-depth-jump,Depth Jump,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Depth_Jump_Leap,Depth Jump Leap,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-31955,Devil leg extension,exercise,centr,Centr (scraped — personal use),NO
mw-diamond-push-ups,Diamond Push Ups,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Dip_Machine,Dip Machine,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-14520,Dips,exercise,centr,Centr (scraped — personal use),NO
fedb-Dips_-_Chest_Version,Dips - Chest Version,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Dips_-_Triceps_Version,Dips - Triceps Version,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24126,Dips (on handles),exercise,centr,Centr (scraped — personal use),NO
e-16234,Dips (tempo: 2-0-1-0),exercise,centr,Centr (scraped — personal use),NO
e-25916,DNU,exercise,centr,Centr (scraped — personal use),NO
fedb-Donkey_Calf_Raises,Donkey Calf Raises,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24944,Donkey kicks (left),exercise,centr,Centr (scraped — personal use),NO
e-24943,Donkey kicks (right),exercise,centr,Centr (scraped — personal use),NO
mw-dorsal-flexion-hold,Dorsal Flexion Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Double_Kettlebell_Alternating_Hang_Clean,Double Kettlebell Alternating Hang Clean,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Double_Kettlebell_Jerk,Double Kettlebell Jerk,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Double_Kettlebell_Push_Press,Double Kettlebell Push Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Double_Kettlebell_Snatch,Double Kettlebell Snatch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Double_Kettlebell_Windmill,Double Kettlebell Windmill,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Double_Leg_Butt_Kick,Double Leg Butt Kick,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-double-pigeon-pose,Double Pigeon Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-31958,Double-leg stretch,exercise,centr,Centr (scraped — personal use),NO
e-17511,Double-unders,exercise,centr,Centr (scraped — personal use),NO
e-30312,Downward dog,exercise,centr,Centr (scraped — personal use),NO
e-27314,Downward dog,exercise,centr,Centr (scraped — personal use),NO
e-30103,Downward dog,exercise,centr,Centr (scraped — personal use),NO
e-30206,Downward dog + alternating runner lunge,exercise,centr,Centr (scraped — personal use),NO
e-11949,Downward dog + calf raise,exercise,centr,Centr (scraped — personal use),NO
e-6830,Downward dog + calf stretches,exercise,centr,Centr (scraped — personal use),NO
e-10418,Downward dog + knee drive + extension,exercise,centr,Centr (scraped — personal use),NO
e-25391,Downward dog + plank,exercise,centr,Centr (scraped — personal use),NO
e-30397,Downward dog + prone swimmer,exercise,centr,Centr (scraped — personal use),NO
e-16812,Downward dog + runner lunge,exercise,centr,Centr (scraped — personal use),NO
e-30207,Downward dog + spinal wave,exercise,centr,Centr (scraped — personal use),NO
e-30208,Downward dog + upward dog,exercise,centr,Centr (scraped — personal use),NO
e-24995,Downward dog combo,exercise,centr,Centr (scraped — personal use),NO
