id,name,type,source,license,commercial
mw-cable-low-bilateral-lateral-raise,Cable Low Bilateral Lateral Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-low-single-arm-lateral-raise,Cable Low Single Arm Lateral Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Lying_Triceps_Extension,Cable Lying Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-8617,Cable military press,exercise,centr,Centr (scraped — personal use),NO
mw-cable-oblique-pushdown,Cable Oblique Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_One_Arm_Tricep_Extension,Cable One Arm Tricep Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-overhead-press,Cable Overhead Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-overhead-tricep-press,Cable Overhead Tricep Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-pallof-press,Cable Pallof Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-pallof-press-rotation,Cable Pallof Press Rotation,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-pec-fly,Cable Pec Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Preacher_Curl,Cable Preacher Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-pull-around,Cable Pull Around,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-pull-in,Cable Pull In,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-pull-through,Cable Pull Through,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-quadruped-hip-abduction,Cable Quadruped Hip Abduction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Rear_Delt_Fly,Cable Rear Delt Fly,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-reverse-bayesian-curl,Cable Reverse Bayesian Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Reverse_Crunch,Cable Reverse Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-machine-face-pulls,Cable Rope Face Pulls,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-front-raise,Cable Rope Front Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-hammer-curl,Cable Rope Hammer Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-kneeling-crunch,Cable Rope Kneeling Crunch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-kneeling-face-pull,Cable Rope Kneeling Face Pull,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-kneeling-oblique-crunch,Cable Rope Kneeling Oblique Crunch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-lat-prayer,Cable Rope Lat Prayer,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-mid-lateral-raise,Cable Rope Mid Lateral Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-overhead-tricep-extension,Cable Rope Overhead Tricep Extension,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Rope_Overhead_Triceps_Extension,Cable Rope Overhead Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-rope-pullover,Cable Rope Pullover,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-pushdown,Cable Rope Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Rope_Rear-Delt_Rows,Cable Rope Rear-Delt Rows,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-rope-rolling-pushdown,Cable Rope Rolling Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-single-arm-low-lateral-raise,Cable Rope Single Arm Low Lateral Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-skullcrusher,Cable Rope Skullcrusher,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-standing-crunch,Cable Rope Standing Crunch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-rope-upright-row,Cable Rope Upright Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-21099,Cable row (D handles) (25% lifting weight),exercise,centr,Centr (scraped — personal use),NO
mw-cable-row-bar-kneeling-crunch,Cable Row Bar Kneeling Crunch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-row-bar-standing-row,Cable Row Bar Standing Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Russian_Twists,Cable Russian Twists,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-seated-bar-face-pull,Cable Seated Bar Face Pull,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-bayesian-curl,Cable Seated Bayesian Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-bayesian-hammer-curl,Cable Seated Bayesian Hammer Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-bayesian-reverse-curl,Cable Seated Bayesian Reverse Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Seated_Crunch,Cable Seated Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-14507,Cable seated high pull,exercise,centr,Centr (scraped — personal use),NO
fedb-Cable_Seated_Lateral_Raise,Cable Seated Lateral Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-seated-leg-curl,Cable Seated Leg Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-leg-extension,Cable Seated Leg Extension,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-rope-face-pull,Cable Seated Rope Face Pull,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-seated-single-arm-face-pull,Cable Seated Single Arm Face Pull,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cable_Shoulder_Press,Cable Shoulder Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Cable_Shrugs,Cable Shrugs,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cable-side-bend,Cable Side Bend,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-silverback-shrug,Cable Silverback Shrug,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-30-degree-shrug,Cable Single Arm 30 Degree Shrug,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-bayesian-curl,Cable Single Arm Bayesian Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-bench-chest-fly,Cable Single Arm Bench Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-bench-press,Cable Single Arm Bench Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-cross-pushdown,Cable Single Arm Cross Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-decline-bench-chest-fly,Cable Single Arm Decline Bench Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-face-pull,Cable Single Arm Face Pull,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-hammer-curl,Cable Single Arm Hammer Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-incline-bench-press,Cable Single Arm Incline Bench Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-incline-chest-fly,Cable Single Arm Incline Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-internally-rotated-high-reverse-fly,Cable Single Arm Internally Rotated High Reverse Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-lat-prayer,Cable Single Arm Lat Prayer,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-neutral-grip-row,Cable Single Arm Neutral Grip Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-overhead-tricep-extension,Cable Single Arm Overhead Tricep Extension,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-pushdown,Cable Single Arm Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-rear-delt-row,Cable Single Arm Rear Delt Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-reverse-curl,Cable Single Arm Reverse Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-rolling-pushdown,Cable Single Arm Rolling Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-rope-pushdown,Cable Single Arm Rope Pushdown,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-skullcrusher,Cable Single Arm Skullcrusher,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-arm-underhand-grip-row,Cable Single Arm Underhand Grip Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-leg-deadlift,Cable Single Leg Deadlift,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-single-leg-laying-leg-curl,Cable Single Leg Laying Leg Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-20418,Cable single-arm row (left),exercise,centr,Centr (scraped — personal use),NO
e-20419,Cable single-arm row (right),exercise,centr,Centr (scraped — personal use),NO
mw-cable-split-squat,Cable Split Squat,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-20424,Cable split squat (left),exercise,centr,Centr (scraped — personal use),NO
e-20425,Cable split squat (right),exercise,centr,Centr (scraped — personal use),NO
mw-cable-standing-crunch,Cable Standing Crunch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-glute-kickback,Cable Standing Glute Kickback,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-high-to-low-wood-chopper,Cable Standing High To Low Wood Chopper,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-hip-abduction,Cable Standing Hip Abduction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-hip-adduction,Cable Standing Hip Adduction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-leg-extension,Cable Standing Leg Extension,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-low-to-high-wood-chopper,Cable Standing Low To High Wood Chopper,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-mid-kickback,Cable Standing Mid Kickback,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-chest-fly,Cable Standing Single Arm Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-chest-press,Cable Standing Single Arm Chest Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-cross-rear-delt-row,Cable Standing Single Arm Cross Rear Delt Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-incline-chest-fly,Cable Standing Single Arm Incline Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-incline-chest-press,Cable Standing Single Arm Incline Chest Press,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-internally-rotated-chest-fly,Cable Standing Single Arm Internally Rotated Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-single-arm-internally-rotated-incline-chest-fly,Cable Standing Single Arm Internally Rotated Incline Chest Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-straight-leg-glute-glute-kickback,Cable Standing Straight Leg Glute Kickback,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-standing-straight-leg-mid-kickback,Cable Standing Straight Leg Mid Kickback,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-straight-arm-pull-in,Cable Straight Arm Pull In,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-supinating-row,Cable Supinating Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-tricep-kickback,Cable Tricep Kickback,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-14504,Cable tricep pushdown,exercise,centr,Centr (scraped — personal use),NO
e-14505,Cable tricep rope pushdown,exercise,centr,Centr (scraped — personal use),NO
mw-cable-twisting-curl,Cable Twisting Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-upright-row,Cable Upright Row,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-wood-chopper,Cable Wood Chopper,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-wrist-curl,Cable Wrist Curl,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-wrist-extension,Cable Wrist Extension,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-zercher-good-morning,Cable Zercher Good Morning,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cable-zercher-squat,Cable Zercher Squat,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30385,Cactus press + shutter opener,exercise,centr,Centr (scraped — personal use),NO
e-30091,Calf + toe raise combo (left),exercise,centr,Centr (scraped — personal use),NO
e-30092,Calf + toe raise combo (right),exercise,centr,Centr (scraped — personal use),NO
mw-calf-isometric-on-step,Calf Isometric On Step,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-mobilisation-seated-floor-roll,Calf Mobilisation Seated Floor Roll,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-12939,Calf press,exercise,centr,Centr (scraped — personal use),NO
e-8627,Calf press,exercise,centr,Centr (scraped — personal use),NO
fedb-Calf_Press_On_The_Leg_Press_Machine,Calf Press On The Leg Press Machine,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-calf-raise-1a-bilateral-eccentric-floor,Calf Raise 1A Bilateral Eccentric Floor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-1b-bilateral-floor,Calf Raise 1B Bilateral Floor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-1c-bilateral-eccentric-from-box,Calf Raise 1C Bilateral Eccentric From Box,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-1d-bilateral-from-box,Calf Raise 1D Bilateral From Box,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-1e-bilateral-isometric-floor,Calf Raise 1E Bilateral Isometric Floor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-2a-eccentric-unilateral-floor,Calf Raise 2A Eccentric Unilateral Floor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-2b-unilateral-floor,Calf Raise 2B Unilateral Floor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-2c-eccentric-unilateral-from-box,Calf Raise 2C Eccentric Unilateral From Box,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-2d-unilateral-from-box,Calf Raise 2D Unilateral From Box,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-3a-soleus-bias-bilateral,Calf Raise 3A Soleus Bias Bilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-3b-soleus-bias-unilateral,Calf Raise 3B Soleus Bias Unilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calf-raise-isometric-unilateral,Calf Raise Isometric Unilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Calf_Raise_On_A_Dumbbell,Calf Raise On A Dumbbell,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-calf-raises,Calf Raises,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Calf_Raises_-_With_Bands,Calf Raises - With Bands,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-29389,Calf stretch,exercise,centr,Centr (scraped — personal use),NO
e-5277,Calf stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Calf_Stretch_Elbows_Against_Wall,Calf Stretch Elbows Against Wall,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Calf_Stretch_Hands_Against_Wall,Calf Stretch Hands Against Wall,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-calf-stretch-on-box-bilateral,Calf Stretch On Box Bilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Calf-Machine_Shoulder_Shrug,Calf-Machine Shoulder Shrug,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-calves-stretch-variation-one,Calves Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calves-stretch-variation-three,Calves Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-calves-stretch-variation-two,Calves Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Calves-SMR,Calves-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30386,Capoeira kick (left),exercise,centr,Centr (scraped — personal use),NO
e-30387,Capoeira kick (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Car_Deadlift,Car Deadlift,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Car_Drivers,Car Drivers,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-cardio-assault-bike,Cardio Assault Bike,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-assault-bike-arms-only,Cardio Assault Bike Arms Only,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-band-hammer-curl-jacks,Cardio Band Hammer Curl Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-band-press-jacks,Cardio Band Press Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-band-reverse-fly-jacks,Cardio Band Reverse Fly Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-band-seal-jacks,Cardio Band Seal Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-box-quick-feet,Cardio Box Quick Feet,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-criss-cross-jacks,Cardio Criss Cross Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-diamond-hop,Cardio Diamond Hop,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-figure-eight-sprint,Cardio Figure Eight Sprint,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-forward-scissor,Cardio Forward Scissor,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-in-and-out-forward,Cardio In And Out Forward,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-in-and-outs,Cardio In And Outs,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-in-in-out-out-shuffle,Cardio In In Out Out Shuffle,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-jumping-jacks,Cardio Jumping Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-karaoke,Cardio Karaoke,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-knee-taps,Cardio Knee Taps,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-lateral-quick-feet,Cardio Lateral Quick Feet,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-lateral-shuffle,Cardio Lateral Shuffle,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-long-jump,Cardio Long Jump,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-long-jump-shuffle-back,Cardio Long Jump Shuffle Back,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-quick-feet,Cardio Quick Feet,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-row-erg-rower,Cardio Row Erg Rower,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-row-erg-rower-arms-only,Cardio Row Erg Rower Arms Only,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-row-erg-rower-four-stroke-sprint-start,Cardio Row Erg Rower Four Stroke Sprint Start,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-row-erg-rower-legs-only,Cardio Row Erg Rower Legs Only,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-seal-jacks,Cardio Seal Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-shuttle-sprint,Cardio Shuttle Sprint,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-single-leg-forward-hop,Cardio Single Leg Forward Hop,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-single-leg-lateral-hop,Cardio Single Leg Lateral Hop,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-skater,Cardio Skater,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-skater-to-single-leg-burpee,Cardio Skater To Single Leg Burpee,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-ski-erg,Cardio Ski Erg,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-sprint-in-place,Cardio Sprint In Place,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-step-out-jacks,Cardio Step Out Jacks,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cardio-three-step-heismans,Cardio Three Step Heismans,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Carioca_Quick_Step,Carioca Quick Step,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25025,Cat cow,exercise,centr,Centr (scraped — personal use),NO
e-24451,Cat cow,exercise,centr,Centr (scraped — personal use),NO
e-30781,Cat cow,exercise,centr,Centr (scraped — personal use),NO
e-27036,Cat cow,exercise,centr,Centr (scraped — personal use),NO
e-22128,Cat cow,exercise,centr,Centr (scraped — personal use),NO
e-30194,Cat cow + banded chest opener (left),exercise,centr,Centr (scraped — personal use),NO
e-30195,Cat cow + banded chest opener (right),exercise,centr,Centr (scraped — personal use),NO
e-30196,Cat cow + thread-the-needle,exercise,centr,Centr (scraped — personal use),NO
e-30388,Cat cow circles,exercise,centr,Centr (scraped — personal use),NO
mw-cat-pose,Cat Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Cat_Stretch,Cat Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Catch_and_Overhead_Throw,Catch and Overhead Throw,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-8979,Catchers,exercise,centr,Centr (scraped — personal use),NO
e-30094,Caterpillar,exercise,centr,Centr (scraped — personal use),NO
mw-cervical-extension-band,Cervical Extension Band,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cervical-extension-banded-hold,Cervical Extension Banded Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cervical-extension-eccentric-band,Cervical Extension Eccentric Band,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-cervical-extension-hold,Cervical Extension Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Chain_Handle_Extension,Chain Handle Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chain_Press,Chain Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chair_Lower_Back_Stretch,Chair Lower Back Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-chair-pose,Chair Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Chair_Squat,Chair Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chair_Upper_Body_Stretch,Chair Upper Body Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-33177,Challenge Round: Non-stop core,exercise,centr,Centr (scraped — personal use),NO
e-17872,Cherry pickers,exercise,centr,Centr (scraped — personal use),NO
e-30896,Chest + shoulder stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Chest_And_Front_Of_Shoulder_Stretch,Chest And Front Of Shoulder Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-22756,Chest opener,exercise,centr,Centr (scraped — personal use),NO
e-11727,Chest opener,exercise,centr,Centr (scraped — personal use),NO
e-24780,Chest opener,exercise,centr,Centr (scraped — personal use),NO
e-9450,Chest openers,exercise,centr,Centr (scraped — personal use),NO
fedb-Chest_Push_multiple_response,Chest Push (multiple response),exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chest_Push_single_response,Chest Push (single response),exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chest_Push_from_3_point_stance,Chest Push from 3 point stance,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Chest_Push_with_Run_Release,Chest Push with Run Release,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5280,Chest stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Chest_Stretch_on_Stability_Ball,Chest Stretch on Stability Ball,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-chest-stretch-variation-four,Chest Stretch Variation Four,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-chest-stretch-variation-one,Chest Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-chest-stretch-variation-three,Chest Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-chest-stretch-variation-two,Chest Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-25876,Chest-lift,exercise,centr,Centr (scraped — personal use),NO
mw-child-pose-arms-extended,Child Pose Arms Extended,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-child-pose-arms-extended-left-right,Child Pose Arms Extended Left Right,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-child-pose-arms-on-side,Child Pose Arms On Side,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-child-pose-elbows-on-block,Child Pose Elbows On Block,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30389,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-24994,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-24244,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-30309,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-30782,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-11948,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-27313,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-23844,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-25877,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-27039,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-33470,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-27777,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-29495,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-21563,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-25338,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-23356,Child's pose,exercise,centr,Centr (scraped — personal use),NO
e-30390,Child's pose + leg extension (left),exercise,centr,Centr (scraped — personal use),NO
e-30391,Child's pose + leg extension (right),exercise,centr,Centr (scraped — personal use),NO
e-25773,Child's pose + overhead reach,exercise,centr,Centr (scraped — personal use),NO
